Facility Name,Facility Address,Latitude,Longitude,NAICS Code,Pollutant,Source Type,Emissions in Tons,Year
Unimin Specialty Minerals Inc,110 S Railroad St,37.2327,-89.2752,212325,PM2.5 Primary (Filt + Cond,,0.069522383,2011
ClearBlue Technologies/OakBrook Inc,800 Jorie Blvd,41.8449,-87.9413,518210,PM2.5 Primary (Filt + Cond,,0.01508,2011
Nalco Co,1601 Diehl Rd,41.801,-88.1972,325998,PM2.5 Primary (Filt + Cond,Chemical Plant,1.104,2011
Ne-Co Asphalt Co,812 Adkins Dr,39.5053,-88.1734,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.856146,2011
Kanzler Farms,31W120 W Bartlett Rd,41.9986,-88.2251,423320,PM2.5 Primary (Filt + Cond,,0.738013,2011
McMaster Carr Supply Co,600 County Line Rd,41.916,-87.9231,423830,PM2.5 Primary (Filt + Cond,,0.00188,2011
CA Acquisition LLC,1300 E North St,41.2975,-88.2726,325998,PM2.5 Primary (Filt + Cond,Chemical Plant,0.19,2011
Emerald Performance Materials LLC,1550 CR 1450N,41.1355,-89.3396,325998,PM2.5 Primary (Filt + Cond,,10.41131,2011
Lawrence County Memorial Hospital,2200 State St,38.7281,-87.6947,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Rock River Lumber & Grain Co,6796 Bishop Rd,41.6829,-89.9399,424510,PM2.5 Primary (Filt + Cond,,0.439918537,2011
St Marys Medical Hospital,3333 N Seminary St,40.9866,-90.3603,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.258935,2011
Maclair Asphalt Sales LLC,6303 Collinsville Rd,38.6613,-90.079,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,3.27529,2011
DANVILLE CORRECTIONAL CENTER,Unknown,40.1318,-87.5347,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Alliance Nutrition,4344 W Galena Rd,42.3584,-89.8051,424510,PM2.5 Primary (Filt + Cond,,1.272631,2011
American Buildings Co,2101 E Main,40.7389,-88.9752,332311,PM2.5 Primary (Filt + Cond,,0.353721,2011
Bailey Grain Co,322 W 8th St,38.6741,-88.4911,424510,PM2.5 Primary (Filt + Cond,,0,2011
Unytite Inc,1 Unytite Dr,41.3731,-89.1273,332722,PM2.5 Primary (Filt + Cond,,1.49,2011
Odum Concrete Products Inc,1203 Rt 14 W,37.9949,-88.9511,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,1.20756723,2011
Wayne Co Landfill Inc,1339 Illinois Hwy 15,38.3816,-88.4452,562212,PM2.5 Primary (Filt + Cond,Landfill,0.13,2011
Rocky Road Power LLC,1221 Power Dr,42.0936,-88.2392,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,4.49,2011
Bill Stasek Chevrolet Inc,700 W Dundee Rd,42.1399,-87.9329,441110,PM2.5 Primary (Filt + Cond,,0.06,2011
Senior Flexonics,300 E Devon Ave,41.9895,-88.1784,332999,PM2.5 Primary (Filt + Cond,,0.1777647,2011
Hinsdale Hospital,120 N Oak St,41.8053,-87.9217,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.4133,2011
Harrisburg Medical Center,100 Dr. Warren Tuttle Dr,37.7313,-88.5223,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Simpson Stong-Tie Anchor Systems,136 Official Rd,41.9188,-87.9929,325520,PM2.5 Primary (Filt + Cond,,0.01,2011
PROVISO,Unknown,41.8972,-87.8947,488210,PM2.5 Primary (Filt + Cond,Rail Yard,5.24649,2011
Gateway FS Inc,207 Almond St,38.0151,-89.6183,424510,PM2.5 Primary (Filt + Cond,,0.452910394,2011
Federal Signal Corp Signal Division,2645 Federal Signal Dr,41.4505,-87.7553,336320,PM2.5 Primary (Filt + Cond,Automobile/Truck or Parts Plant,0.08000181395,2011
Silver Bros Inc,105 E Washington,40.4648,-87.6698,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,1.8833416,2011
Southwestern Illinois Correctional Center,950 Kingshighway,38.617,-90.0918,922140,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.12,2011
William Charles Const Co LLC Materials Div,5300 Nimtz Rd,42.3309,-89.008,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,1.60313063,2011
Marion VA Medical Center,2401 W Main St,37.7231,-88.9549,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
STARK,Unknown,40.48,-89.0217,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Dwight Airport,10350 S Dwight Rd,41.1326,-88.4386,488119,PM2.5 Primary (Filt + Cond,Airport,0.0885837,2011
Ozinga Ready Mix,990 ECS Way,42.246,-88.9128,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.023983976,2011
United American Metal,2246 W Hubbard St,41.8898,-87.6837,331420,PM2.5 Primary (Filt + Cond,,0.132,2011
Land & Lakes Co,138th St & Cottage Grove Ave,41.643,-87.5946,562212,PM2.5 Primary (Filt + Cond,Landfill,4.74875,2011
Tate & Lyle Grain Inc,310 N Chestnut St,40.2241,-88.9639,424510,PM2.5 Primary (Filt + Cond,,0.35460069,2011
The Andersons Lincoln Cob Products,1553 1800th Ave,40.1434,-89.2546,327910,PM2.5 Primary (Filt + Cond,,7.4501373,2011
William Charles Const Co LLC Materials Div,5515 Charles St,42.2447,-89.0016,212312,PM2.5 Primary (Filt + Cond,,0,2011
GC America Inc,3737 W 127th St,41.6615,-87.7138,339114,PM2.5 Primary (Filt + Cond,,0.00447097,2011
Consolidated Grain & Barge Co,2531 N CR 1750,40.5694,-91.167,424510,PM2.5 Primary (Filt + Cond,,0.07864725,2011
RR Donnelley Response Marketing Services,2075 Busse Rd,41.9963,-87.9576,323111,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.37,2011
Illinois Tool Works - Hi-cone Div,1155 N 5th St,39.5119,-88.1757,326199,PM2.5 Primary (Filt + Cond,,2.375724,2011
DAVID GILLESPIE,Unknown,41.365,-88.6778,48811,PM2.5 Primary (Filt + Cond,Airport,0.00729319,2011
Lakewood Crematory,28835 N Herky Dr,42.2814,-87.9033,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,0.03,2011
KOCH,Unknown,42.4592,-89.1996,48811,PM2.5 Primary (Filt + Cond,Airport,0.0000816615,2011
Sonoco Consumer Products,1500 Powis Rd,41.9084,-88.2394,322219,PM2.5 Primary (Filt + Cond,,1.07812,2011
Danville Metal Stamping Co,400 Eastgate Dr,40.1191,-87.5413,332431,PM2.5 Primary (Filt + Cond,Fabricated Metal Products Plant,0.02,2011
Hytel Group,1441 Holmes Rd,42.0693,-88.3135,334419,PM2.5 Primary (Filt + Cond,,0.647059,2011
Woodhull Cooperative Grain Co,1092 Knox Hwy 35,41.0779,-90.2322,424510,PM2.5 Primary (Filt + Cond,,0.7666895,2011
Geske & Sons Inc,4020 Northwest Hwy,42.2286,-88.2775,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.566409,2011
Madden Mental Health Center,1200 S 1st Ave,41.8635,-87.8361,531120,PM2.5 Primary (Filt + Cond,,0.48048,2011
Beechner Heat Treating Co Inc,905 Brooke Rd,42.2299,-89.0814,332811,PM2.5 Primary (Filt + Cond,,0.007,2011
Knight Hawk Coal LLC,394 St Rte 4,37.9664,-89.571,212112,PM2.5 Primary (Filt + Cond,,0,2011
Custom Hard Chrome,7083 Barry St,42.0074,-87.8915,332813,PM2.5 Primary (Filt + Cond,,0.0003,2011
Lansing Municipal Airport,194th And Burnham,41.5399,-87.5276,488119,PM2.5 Primary (Filt + Cond,Airport,2.921302,2011
Homer Airport,State Route 49,40.0257,-87.9527,488119,PM2.5 Primary (Filt + Cond,Airport,0.00719846,2011
Aztec,25 W 43 St,41.8165,-87.6278,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.36353223,2011
Martin & Co Excavating,603 Rock Island Rd,41.8272,-89.5063,212312,PM2.5 Primary (Filt + Cond,,0.00504141,2011
Mid-states Concrete Products Co,500 S Park Ave,42.4898,-89.0231,327390,PM2.5 Primary (Filt + Cond,,0.0894158,2011
ADM Grain Co,Illinois Route 100,40.0534,-90.4321,424510,PM2.5 Primary (Filt + Cond,,0.69829827,2011
CURLESS,Unknown,40.2643,-90.234,48811,PM2.5 Primary (Filt + Cond,Airport,0.00870267,2011
CHS Inc,12219 Rte 47,41.5394,-88.5844,424510,PM2.5 Primary (Filt + Cond,,0.505438329,2011
Tate & Lyle Grain Inc,9838 N County Rd 000E,39.5168,-88.4646,424510,PM2.5 Primary (Filt + Cond,,0.489538164,2011
Branchfield Casting Inc,502 SE Industrial Ave,41.1618,-90.0229,331513,PM2.5 Primary (Filt + Cond,,0.062591582,2011
SCHUY-RUSH,Unknown,40.1173,-90.5884,48811,PM2.5 Primary (Filt + Cond,Airport,0.0455797,2011
Gibson Redi - Mix Inc,910 W 8th St,40.4652,-88.3886,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.3323863,2011
ADM Grain Co,Route 26,41.2578,-89.3447,424510,PM2.5 Primary (Filt + Cond,,0.5833333,2011
S & C Electric Co,6601 N Ridge Blvd,42.0023,-87.6766,335313,PM2.5 Primary (Filt + Cond,,0.49,2011
Lemont Scrap Processing Ltd,16229 New Ave,41.6714,-88.0179,423930,PM2.5 Primary (Filt + Cond,,0.000570356698,2011
Elgin Energy Center LLC,1559 Gifford Rd,41.9999,-88.2445,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,1.61,2011
Chicago Circuits Corp,2685 United Ln,41.9881,-87.9454,334412,PM2.5 Primary (Filt + Cond,,0.051365791,2011
Knight Hawk Coal,984 E Sugar Hill Rd,37.9295,-89.4202,212111,PM2.5 Primary (Filt + Cond,,0.2156018,2011
Sparta Community Aiport - Hunter Field,1800 N Market,38.1496,-89.6996,488119,PM2.5 Primary (Filt + Cond,Airport,2.356524,2011
J T Einoder C/d Recycling Facility,18400 S Wolf Rd,41.5545,-87.8934,212319,PM2.5 Primary (Filt + Cond,,0.0004,2011
Illinois Central College - North Campus,5407 N University,40.7534,-89.6181,611310,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.295421,2011
Stonington Fertilizer & Grain,RR 1 Box 260,39.6134,-89.2139,424510,PM2.5 Primary (Filt + Cond,,0.81914866,2011
St. Mary of Nazareth Hospital,2233 W Division Ave,41.9027,-87.6826,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Quality Liquid Feed Inc,75 Creve Coeur St,41.3262,-89.1028,311119,PM2.5 Primary (Filt + Cond,,3.15789E-06,2011
Allied Tube & Conduit,323 E 151st St,41.6176,-87.6353,333618,PM2.5 Primary (Filt + Cond,,0.00723226,2011
Assumption Coop Grain Co,Rural Westervelt,39.4764,-88.8637,424510,PM2.5 Primary (Filt + Cond,,0.1617765567,2011
Hadady Machining Co Inc,16730 Chicago Ave,41.5919,-87.5448,332999,PM2.5 Primary (Filt + Cond,,0.0029181,2011
Rock Recycling,Harte Rd & Milwaukee Ave,42.0091,-87.7982,212312,PM2.5 Primary (Filt + Cond,,0,2011
LSC Communications Inc,801 N Union St,41.1063,-88.4166,323111,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.1,2011
Pioneer Hi-bred International Inc,2700 Pioneer Dr,41.4005,-89.4777,115114,PM2.5 Primary (Filt + Cond,,0.73539,2011
GEORGE,Unknown,41.7068,-88.694,48811,PM2.5 Primary (Filt + Cond,Airport,0.00999047,2011
Pioneer Hi-bred International Inc,18259 W Frontage Rd,39.2718,-89.6436,311119,PM2.5 Primary (Filt + Cond,,1.4649163,2011
Chicago Department of Water,1015 S Central Park Ave,41.8685,-87.7144,221310,PM2.5 Primary (Filt + Cond,,1.362490258,2011
Rooks Creek Div Graymont Coop Assn,RR 1,40.8803,-88.7014,424510,PM2.5 Primary (Filt + Cond,,0.51018746,2011
FRANK S FLYING SERVICE,Unknown,41.725,-90.0026,48811,PM2.5 Primary (Filt + Cond,Airport,0.00822005,2011
Banner Service Corp,494 E Lies Rd,41.9279,-88.1022,423510,PM2.5 Primary (Filt + Cond,,0.206457,2011
Lafarge North America,Route 1 And Renwick Rd,41.5998,-88.1138,562212,PM2.5 Primary (Filt + Cond,,0,2011
Nu-way Industries Inc,555 E Howard St,42.0153,-87.9111,332812,PM2.5 Primary (Filt + Cond,,0.2928983,2011
VJ Dolan & Co Inc,1830 N Laramie Ave,41.9141,-87.7561,325510,PM2.5 Primary (Filt + Cond,,0.007,2011
Red E Mix LLC,1420 N County Rd,38.5201,-89.8172,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.03254728,2011
Alcasco Foundry,14823 Loomis Ave,41.6198,-87.6506,331524,PM2.5 Primary (Filt + Cond,,0.128348,2011
RCM Co-op,26352 Quarry Ave,40.0076,-89.6869,424510,PM2.5 Primary (Filt + Cond,,0.580881373,2011
Markus Cabinet Mfg,599 S Clinton St,38.6029,-89.6072,337110,PM2.5 Primary (Filt + Cond,,0.5,2011
ROSELAKE,Unknown,38.6356,-90.135,488210,PM2.5 Primary (Filt + Cond,Rail Yard,0.720796,2011
Brookfield Zoo,3300 S Golf Rd,41.8348,-87.8299,712190,PM2.5 Primary (Filt + Cond,,0.0035,2011
Accellent Endoscopy WHL,140 E Hintz Rd,42.1249,-87.913,339114,PM2.5 Primary (Filt + Cond,,0.01082278,2011
Vantage Specialties Inc,3938 Porett Dr,42.3838,-87.8996,325613,PM2.5 Primary (Filt + Cond,,0.79,2011
Greenville Regional Hospital,200 Health Care Dr,38.9033,-89.4067,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Allied Metal Co,4528 W Division St,41.9031,-87.7394,331420,PM2.5 Primary (Filt + Cond,Secondary Copper Smelting/Refining Plant,0.9726087,2011
Kotter Ready-mix,Route 2,37.4045,-88.7865,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.0007612031,2011
Romar Cabinet and Top Co Inc,23949 S Northern Illinois Dr,41.4478,-88.2015,337110,PM2.5 Primary (Filt + Cond,"Woodwork, Furniture, Millwork Manufacturing",0.01,2011
WILSON,Unknown,41.5395,-88.3249,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Norwalk Tank Co,2121 Maple Rd,41.5473,-88.0299,327390,PM2.5 Primary (Filt + Cond,,0.0559278545,2011
ITW Buildex,1349 W Bryn Mawr Ave,41.9773,-88.0356,332722,PM2.5 Primary (Filt + Cond,,0.07,2011
National Casein Co,601 W 80th St,41.7484,-87.6396,325520,PM2.5 Primary (Filt + Cond,,0.445006,2011
Conmat Inc,1307 W Longhollow Rd,42.3196,-90.2561,212312,PM2.5 Primary (Filt + Cond,,0.028705538,2011
Contractors Ready Mix Inc,601 S Kickapoo St,40.1429,-89.3677,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.149709,2011
Hastie Mining Co-Hastie Mine,Rte 1 & Rte 46,37.5065,-88.2104,212312,PM2.5 Primary (Filt + Cond,,0.247931,2011
Resolute Industrial LLC,298 Messner Dr,42.1141,-87.9097,335312,PM2.5 Primary (Filt + Cond,,0.00680851,2011
C & H Gravel Co,1412 W Main St,39.1296,-88.4989,212321,PM2.5 Primary (Filt + Cond,,0.002613813,2011
Rockbridge Castings,24 State St,39.2708,-90.204,331511,PM2.5 Primary (Filt + Cond,,0.188243611,2011
Kraft Heinz Co,1701 W Bradley Ave,40.1259,-88.272,311824,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,3.7181804186,2011
Campbell s Airport,W Tonwline Rd,42.324,-88.0765,488119,PM2.5 Primary (Filt + Cond,Airport,1.366729,2011
Aluminum Castings Corp,340 S Kellogg St,40.9435,-90.3668,331524,PM2.5 Primary (Filt + Cond,,0.1875,2011
Red Bud Regional Hospital,325 Spring St,38.209,-89.997,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.06,2011
Kettler Casting Co Inc,2640 Old Freeburg Rd,38.4834,-89.9535,331511,PM2.5 Primary (Filt + Cond,"Foundries, Iron and Steel",0.0080595206,2011
Total Grain Marketing Mulberry Grove Plant,Maple Ave,38.922,-89.2697,424510,PM2.5 Primary (Filt + Cond,,0.094338164,2011
Boone County & Belvidere Municipal Landfill 2,9771 Rte 76,42.2963,-88.8522,562212,PM2.5 Primary (Filt + Cond,Landfill,0.4,2011
CHS-Rochelle,1900 Steward Rd,41.8931,-89.0339,325193,PM2.5 Primary (Filt + Cond,Ethanol Biorefineries/Soy Biodiesel,37.34550748,2011
Olin Corp,1945 Patterson Rd,41.4819,-88.1178,325130,PM2.5 Primary (Filt + Cond,,0.513544,2011
ONEOK North System LLC,12850 Smith Rd,41.6515,-88.0313,486990,PM2.5 Primary (Filt + Cond,,2.575,2011
Sandeno East Inc,1300 W 171st St,41.5808,-87.6496,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,2.777864,2011
Blessing Hospital,Broadway at 14th,39.935,-91.3933,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.02009,2011
MARCOR,Unknown,41.8961,-87.6423,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Waukegan Illinois Hospital Co LLC d/b/a Vista Medical Ctr,2615 W Washington St,42.3582,-87.8662,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.196,2011
Ottawa Dialysis Center of America,1301 Starfire Dr,41.3549,-88.8208,621492,PM2.5 Primary (Filt + Cond,,0.00216,2011
Hanson Material Service,9101 W 47th St,41.8037,-87.8528,212312,PM2.5 Primary (Filt + Cond,,0.86,2011
Gillette Co,3500 W 16th St,42.3319,-87.8789,325620,PM2.5 Primary (Filt + Cond,,6.9402807059,2011
Safety Kleen Systems Inc,3000 Missouri Ave,38.6012,-90.1317,424710,PM2.5 Primary (Filt + Cond,,0,2011
Tison & Hall Concrete Prod Inc,210 N Commercial St,37.7403,-88.5311,327331,PM2.5 Primary (Filt + Cond,,0.52063859995,2011
Accurate Partitions Corp,8000 Joliet Rd,41.8035,-87.8208,337127,PM2.5 Primary (Filt + Cond,,0.0299016,2011
Tootsie Roll Industries LLC,7401 S Cicero Ave,41.76,-87.7369,311352,PM2.5 Primary (Filt + Cond,,1.10652064,2011
K-Five Construction Co,16222 S Western Ave,41.5934,-87.6738,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,2.9905116993,2011
Lewis University,1 University Pkwy,41.6036,-88.0815,611310,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.27,2011
Ozinga Illinois RMC Inc,6251 W Steger Rd,41.4696,-87.7672,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.56872595,2011
BERNS,Unknown,40.937,-88.0455,48811,PM2.5 Primary (Filt + Cond,Airport,0.00704739,2011
Haeger Industries Inc,7 Maiden Ln,42.0956,-88.273,327110,PM2.5 Primary (Filt + Cond,,0.2864049091,2011
Omega Plating,4704 W 137th St,41.644,-87.7359,332813,PM2.5 Primary (Filt + Cond,,0.0294118,2011
County Materials Corp,20005 E State Hwy 16,39.5166,-88.0985,327331,PM2.5 Primary (Filt + Cond,"Brick, Structural Clay, or Clay Ceramics Plant",0.0545455,2011
William Rainey Harper College,1200 W Algonquin Rd,42.0816,-88.0744,611310,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.39,2011
Golden Bag Co Inc,290 Illinois St,42.1049,-88.2843,323111,PM2.5 Primary (Filt + Cond,,0.009,2011
Walker Crematory,320 W Spring St,42.2956,-89.623,812210,PM2.5 Primary (Filt + Cond,,0.006,2011
Capitol Cement Co Inc,770 E Hwy 45,42.2354,-87.9922,212312,PM2.5 Primary (Filt + Cond,,0,2011
Cargill Inc,6 Industrial Park,38.6723,-88.4692,311119,PM2.5 Primary (Filt + Cond,,0.2945173,2011
Aurora Municipal Airport,Veteran S Memorial Pkwy,41.7703,-88.4776,488119,PM2.5 Primary (Filt + Cond,Airport,3.5315009,2011
Midwest Regional Medical Center,2520 Elisha Ave,42.4486,-87.828,622110,PM2.5 Primary (Filt + Cond,,0.01,2011
Advanced Asphalt Co,IL Rte 178 & Interstate 80,41.3649,-89.0117,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,5.5845078,2011
Western Aggregates LLC,765 East & US Rt 52,41.4734,-89.0164,212321,PM2.5 Primary (Filt + Cond,,0.0004,2011
Solid Tooling Innovations Inc,808 N Central Ave-D,41.9782,-87.9736,323120,PM2.5 Primary (Filt + Cond,,0.00026,2011
Energy Systems Group LLC,3001 Green Bay Rd,42.3035,-87.8524,221112,PM2.5 Primary (Filt + Cond,,2.49,2011
IKO Midwest Inc,235 W South Tec Dr,41.0883,-87.8744,324122,PM2.5 Primary (Filt + Cond,,43.192954,2011
Syngenta Seeds LLC,18356 Il Rte 9,40.54,-89.5804,111150,PM2.5 Primary (Filt + Cond,,0.190378,2011
Earlville Farmers Coop Elevator Co,602 W Railroad St,41.5893,-88.9284,424510,PM2.5 Primary (Filt + Cond,,1.07696994,2011
World Metal Finishing Inc,511 Winthrop Ave,41.9153,-88.0006,339999,PM2.5 Primary (Filt + Cond,,0.362451,2011
Southern Illinois Regional Landfill,1540 Landfill Rd,37.8438,-89.2634,562212,PM2.5 Primary (Filt + Cond,Landfill,0.83,2011
Lafarge Aggregates IL Inc Lafarge Aux Sable Quarry,4225 E Dellos Rd,41.3916,-88.3552,212321,PM2.5 Primary (Filt + Cond,,0.413399,2011
Solvay USA Inc,1020 State St,41.5128,-87.6185,325180,PM2.5 Primary (Filt + Cond,Chemical Plant,18.2507462,2011
Lo-Ko Performance Coatings Inc,5340 W 111th St,41.6913,-87.7542,332812,PM2.5 Primary (Filt + Cond,,0.0141488,2011
Tri-Con Materials Inc,2850 N Ave 1250 E St,41.5656,-89.6156,212312,PM2.5 Primary (Filt + Cond,,0.03790283,2011
Epley Brothers Inc,117 N Cherokee St,39.5501,-89.2918,311119,PM2.5 Primary (Filt + Cond,,0.04881852,2011
Schultz Barrel & Drum,4800 S Morgan St,41.8067,-87.6507,332439,PM2.5 Primary (Filt + Cond,Fabricated Metal Products Plant,0.45,2011
Bromley Excavating,9240 E Sahara Rd,38.3291,-88.9747,423320,PM2.5 Primary (Filt + Cond,,0.062447,2011
American Building Products,2 Industrial Dr,38.6195,-88.9844,332322,PM2.5 Primary (Filt + Cond,,0.8456,2011
Contour Saws Inc,1217 Thacker St,42.0376,-87.8939,333517,PM2.5 Primary (Filt + Cond,Industrial Machinery or Equipment Plant,1.2187776,2011
Tate & Lyle Grain Inc,309 E South 2nd St,39.5205,-88.7502,424510,PM2.5 Primary (Filt + Cond,,0.345155309,2011
Regis Technologies Inc,8210 Austin Ave,42.0305,-87.7773,325199,PM2.5 Primary (Filt + Cond,,0.409938,2011
CenturyLink Communications-CHD,427 S LaSalle St,41.8759,-87.6313,541513,PM2.5 Primary (Filt + Cond,,0.002,2011
Nutrition Services Inc,1798 E US Highway 136,40.4111,-91.1595,424510,PM2.5 Primary (Filt + Cond,,0.135228284,2011
Memorial Hospital,1454 N County Road 2050,40.4083,-91.1125,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
American NTN Bearing Mfg Corp,9515 Winona Ave,41.9711,-87.8655,332991,PM2.5 Primary (Filt + Cond,,0.170886,2011
Bluewater Thermal Solutions Chicago 1,310 S Wolf Rd,41.9018,-87.9033,332811,PM2.5 Primary (Filt + Cond,,0.211057,2011
AERO ACRES,Unknown,41.0383,-88.3351,48811,PM2.5 Primary (Filt + Cond,Airport,0.00870757,2011
Borowick s IGA,709 N Court St,38.2637,-87.9958,445110,PM2.5 Primary (Filt + Cond,,0.0175762,2011
Greenlee Textron,702 W Main St,42.0991,-88.7017,333991,PM2.5 Primary (Filt + Cond,,0.0000270886,2011
RCM Co-op,16600 Fulkerson St,39.9991,-89.5998,424510,PM2.5 Primary (Filt + Cond,,0.0207599013,2011
Advanced Disposal Services Zion Landfill Inc,701 Greenbay Rd,42.4833,-87.874,562212,PM2.5 Primary (Filt + Cond,Landfill,4.77,2011
Centralia Corrugated Products,2301 S Wabash Ave,38.4967,-89.1387,322211,PM2.5 Primary (Filt + Cond,,1.469771,2011
Minnesota Diversified Products Inc,1101 Lori Ln,41.5521,-89.1023,326140,PM2.5 Primary (Filt + Cond,,2.80722,2011
Hinsdale Animal Cemetery Inc,6400 S Bentley Ave,41.7719,-87.9613,812220,PM2.5 Primary (Filt + Cond,,2.34,2011
Parke Custom Processing,3523 Rupp,39.8866,-88.9262,339999,PM2.5 Primary (Filt + Cond,,3.05263,2011
Xylem Inc Residential & Commercial Water,8200 Austin Ave,42.0289,-87.7784,333911,PM2.5 Primary (Filt + Cond,,0.4,2011
Castle-Printech Inc,121 Industrial Dr,41.9224,-88.7333,323111,PM2.5 Primary (Filt + Cond,,0.169565,2011
Chicago Extruded Metals Co,1601 S 54th Ave,41.8571,-87.758,331420,PM2.5 Primary (Filt + Cond,Fabricated Metal Products Plant,0.357356,2011
126th I55 Frontage LLC dba H & H Stone LLC,1421 W 135th St,41.6428,-88.1569,212312,PM2.5 Primary (Filt + Cond,,0.0532,2011
CCI Manufacturing IL Corp,15550 Canal Bank Rd,41.6822,-87.9933,325998,PM2.5 Primary (Filt + Cond,,0.108228,2011
Oblong Feed & Seed Inc,314 S Range St,38.999,-87.9093,424510,PM2.5 Primary (Filt + Cond,,0.118918,2011
GE Appliances & Lighting,1900 E Pleasant St,41.9312,-88.7263,335312,PM2.5 Primary (Filt + Cond,,0.1711392,2011
KE Vas Co,2144 Old State Rd,39.7367,-90.2011,212312,PM2.5 Primary (Filt + Cond,,0.02699542,2011
Empire Dock Inc,Rte 1 Box 110 Job Corps Rd,37.4253,-88.4034,333120,PM2.5 Primary (Filt + Cond,,0.0484471,2011
Darling National LLC subsidiary of Darling International Inc,202 Bengston St,41.2967,-90.3613,311119,PM2.5 Primary (Filt + Cond,,0.00866667,2011
WATTERS,Unknown,41.0552,-88.4621,48811,PM2.5 Primary (Filt + Cond,Airport,0.00816288,2011
Vulcan Construction Materials LLC,6141 N Rte 50,41.2123,-87.844,212312,PM2.5 Primary (Filt + Cond,,0.239671,2011
Innophos Inc,612 E 138th St,41.6463,-87.6072,325180,PM2.5 Primary (Filt + Cond,,8.125946,2011
